1000	998240	5086	35046	515	1002586	5071	0.998935
2000	998240	4852	64593	608	1015036	4680	0.998605
3000	998240	5148	21804	561	1003008	4820	0.999103
4000	998240	4852	67107	858	1038639	4820	0.9975
5000	998240	4867	135343	1965	1189458	5398	0.99569
6000	998240	4945	123596	983	1027082	4992	0.997321
7000	998240	5054	335535	2527	1113722	5475	0.980568
8000	998240	4899	381340	1794	1080841	5273	0.986101
9000	998240	4976	346714	1809	1097582	5461	0.994528
10000	998240	4836	260523	1342	1069831	5164	0.996135
11000	998240	5304	297892	1544	1088729	5491	0.99508
12000	998240	4914	254184	1295	1068157	5320	0.995086
13000	998240	5054	390233	2730	1220097	6006	0.994041
14000	998240	4930	310485	1497	1076933	4961	0.994181
15000	998240	4820	361616	2293	1185769	5569	0.987299
16000	998240	4976	363120	2449	1155695	5429	0.985956
17000	998240	4976	336128	1654	1093311	5273	0.994573
18000	998240	4867	383118	1965	1106468	5195	0.993232
19000	998240	5117	340877	2465	1195841	5834	0.99451
20000	998240	4883	419102	2060	1123794	5585	0.993936
