1000	998240	4929	118908	874	995802	4758	0.994722
2000	998240	4930	466064	2995	1068966	5351	0.9882
3000	998240	5086	373832	2152	976690	5054	0.986079
4000	998240	4790	479786	2324	1028015	4929	0.98767
5000	998240	5039	557317	2776	990077	4852	0.98458
6000	998240	5070	563122	2792	952907	4555	0.983512
7000	998240	4976	758356	3744	989001	4594	0.985904
8000	998240	4945	569051	2823	866594	3932	0.975687
9000	998240	5023	737811	3666	925805	4154	0.978426
10000	998240	4711	718147	3681	916687	3858	0.976918
11000	998240	4882	638503	3401	819660	3760	0.969617
12000	998240	4759	710423	3682	819571	4509	0.979062
13000	998240	5148	677300	3385	772456	3826	0.96516
14000	998240	5023	750540	3993	876517	4505	0.972217
15000	998240	4851	791577	4845	873231	3850	0.980767
16000	998240	4883	821891	4446	806678	3543	0.970196
17000	998240	4852	901311	5086	803213	3501	0.979551
18000	998240	4883	834106	4399	703424	3364	0.973902
19000	998240	5133	793294	4321	693294	3454	0.973293
20000	998240	5024	773298	4087	651814	2840	0.971266
