1000	300177	1732	25752	748	299992	1716	0.998674
2000	300177	1826	83365	990	320866	1747	0.996874
3000	300177	1841	91907	1107	310922	1856	0.997144
4000	300177	1763	159059	1291	314439	1685	0.996107
5000	300177	1701	150539	1196	310328	1857	0.99659
6000	300177	1716	201172	1382	251251	1609	0.995821
7000	300177	1763	190518	1529	270109	1779	0.995684
8000	300177	1716	185432	1425	248704	1757	0.996428
9000	300177	1872	205141	1541	230307	1659	0.996346
10000	300177	1747	208691	1503	223152	1513	0.997047
11000	300177	1716	217354	1528	205376	1411	0.995411
12000	300177	1747	255732	1650	189827	1547	0.996582
13000	300177	1700	265829	1638	213209	1432	0.99612
14000	300177	1778	255605	1872	179644	1560	0.994854
15000	300177	1919	240524	1794	204216	1350	0.995965
16000	300177	1700	283763	1857	123119	1342	0.996524
17000	300177	1919	307665	1806	136666	1248	0.996575
18000	300177	1887	289738	1637	119867	1100	0.995585
19000	300177	1732	280904	1700	69907	1154	0.9962
20000	300177	1716	292986	1641	80192	1186	0.996439
