2947911, 0.2822931952110125900000000000000000000000
3822665, 0.1026307436830339700000000000000000000000
3549347, 0.0806588129223324850000000000000000000000
2947910, 0.0422165591031798890000000000000000000000
2947909, 0.0431411603976216350000000000000000000000
3822664, 0.1206305688827879600000000000000000000000
2947898, 0.1495163093229704400000000000000000000000
4025687, 0.0808244131541727970000000000000000000000
3990367, 0.0801712122396915640000000000000000000000
3332553, 0.0179170250838340050000000000000000000000
