10000	10	1	0.1	0.1	0.1	1
20000	10	1	0.1	0.1	0.1	1
30000	10	1	0.1	0.1	0.1	1
40000	10	1	0.1	0.1	0.1	1
50000	10	1	0.1	0.1	0.1	1
60000	10	1	0.1	0.1	0.1	1
70000	10	1	0.1	0.1	0.1	1
80000	10	1	0.1	0.1	0.1	1
90000	10	1	0.1	0.1	0.1	1
100000	10	1	0.1	0.1	0.1	1
200000	10	1	0.1	0.1	0.1	1
10000	15	1	0.0625	0.0666667	0.0645161	1
20000	15	1	0.0666667	0.0666667	0.0666667	1
30000	15	1	0.0625	0.0666667	0.0645161	1
40000	15	1	0.0625	0.0666667	0.0645161	1
50000	15	1	0.0666667	0.0666667	0.0666667	1
60000	15	1	0.0666667	0.0666667	0.0666667	1
70000	15	1	0.0666667	0.0666667	0.0666667	1
80000	15	1	0.0666667	0.0666667	0.0666667	1
90000	15	1	0.0666667	0.0666667	0.0666667	1
100000	15	1	0.0666667	0.0666667	0.0666667	1
200000	15	1	0.0666667	0.0666667	0.0666667	1
10000	20	2	0.0714286	0.1	0.0833333	2
20000	20	2	0.0833333	0.1	0.0909091	2
30000	20	2	0.0769231	0.1	0.0869565	2
40000	20	2	0.0833333	0.1	0.0909091	2
50000	20	2	0.0869565	0.1	0.0930233	2
60000	20	2	0.0740741	0.1	0.0851064	2
70000	20	2	0.0769231	0.1	0.0869565	2
80000	20	2	0.0869565	0.1	0.0930233	2
90000	20	2	0.0869565	0.1	0.0930233	2
100000	20	2	0.0952381	0.1	0.097561	2
200000	20	2	0.0909091	0.1	0.0952381	2
10000	25	4	0.08	0.16	0.106667	3
20000	25	5	0.0980392	0.2	0.131579	3
30000	25	3	0.0833333	0.12	0.0983607	3
40000	25	3	0.075	0.12	0.0923077	3
50000	25	3	0.0857143	0.12	0.1	3
60000	25	3	0.0731707	0.12	0.0909091	3
70000	25	3	0.0789474	0.12	0.0952381	3
80000	25	3	0.0769231	0.12	0.09375	3
90000	25	3	0.0810811	0.12	0.0967742	3
100000	25	3	0.1	0.12	0.109091	3
200000	25	5	0.121951	0.2	0.151515	4
10000	30	5	0.0862069	0.166667	0.113636	3
20000	30	5	0.0892857	0.166667	0.116279	4
30000	30	4	0.0701754	0.133333	0.091954	3
40000	30	3	0.0555556	0.1	0.0714286	3
50000	30	3	0.0638298	0.1	0.0779221	3
60000	30	3	0.06	0.1	0.075	3
70000	30	3	0.0666667	0.1	0.08	3
80000	30	3	0.06	0.1	0.075	3
90000	30	3	0.0652174	0.1	0.0789474	3
100000	30	5	0.106383	0.166667	0.12987	3
200000	30	5	0.0961538	0.166667	0.121951	4
10000	35	5	0.0714286	0.142857	0.0952381	4
20000	35	5	0.0793651	0.142857	0.102041	4
30000	35	5	0.0819672	0.142857	0.104167	3
40000	35	4	0.0677966	0.114286	0.0851064	3
50000	35	3	0.0517241	0.0857143	0.0645161	3
60000	35	3	0.0566038	0.0857143	0.0681818	3
70000	35	3	0.06	0.0857143	0.0705882	3
80000	35	4	0.0701754	0.114286	0.0869565	3
90000	35	5	0.0925926	0.142857	0.11236	3
100000	35	5	0.0833333	0.142857	0.105263	3
200000	35	5	0.0862069	0.142857	0.107527	4
10000	40	5	0.0714286	0.125	0.0909091	4
20000	40	5	0.0714286	0.125	0.0909091	4
30000	40	5	0.0793651	0.125	0.0970874	3
40000	40	4	0.0615385	0.1	0.0761905	3
50000	40	3	0.0483871	0.075	0.0588235	3
60000	40	4	0.0677966	0.1	0.0808081	3
70000	40	4	0.0597015	0.1	0.0747664	3
80000	40	5	0.0833333	0.125	0.1	3
90000	40	5	0.0757576	0.125	0.0943396	3
100000	40	5	0.0746269	0.125	0.0934579	4
200000	40	5	0.0769231	0.125	0.0952381	5
10000	45	5	0.0649351	0.111111	0.0819672	4
20000	45	5	0.0714286	0.111111	0.0869565	5
30000	45	5	0.0746269	0.111111	0.0892857	3
40000	45	4	0.0588235	0.0888889	0.0707965	3
50000	45	5	0.0746269	0.111111	0.0892857	3
60000	45	4	0.0597015	0.0888889	0.0714286	3
70000	45	4	0.0571429	0.0888889	0.0695652	3
80000	45	5	0.0735294	0.111111	0.0884956	3
90000	45	5	0.0757576	0.111111	0.0900901	3
100000	45	5	0.0724638	0.111111	0.0877193	5
200000	45	5	0.0735294	0.111111	0.0884956	5
10000	50	5	0.0649351	0.1	0.0787402	4
20000	50	5	0.0666667	0.1	0.08	5
30000	50	5	0.0684932	0.1	0.0813008	3
40000	50	4	0.0555556	0.08	0.0655738	3
50000	50	5	0.0675676	0.1	0.0806452	3
60000	50	4	0.057971	0.08	0.0672269	3
70000	50	4	0.0547945	0.08	0.0650407	3
80000	50	5	0.0694444	0.1	0.0819672	3
90000	50	5	0.0746269	0.1	0.0854701	4
