10000	10	5	0.5	0.5	0.5	5
20000	10	5	0.454545	0.5	0.47619	5
30000	10	5	0.5	0.5	0.5	5
40000	10	5	0.454545	0.5	0.47619	5
50000	10	5	0.454545	0.5	0.47619	5
60000	10	5	0.454545	0.5	0.47619	5
70000	10	5	0.5	0.5	0.5	5
80000	10	5	0.454545	0.5	0.47619	5
90000	10	5	0.5	0.5	0.5	5
100000	10	5	0.454545	0.5	0.47619	5
200000	10	5	0.5	0.5	0.5	5
10000	15	9	0.5625	0.6	0.580645	8
20000	15	9	0.529412	0.6	0.5625	8
30000	15	10	0.625	0.666667	0.645161	9
40000	15	9	0.5625	0.6	0.580645	8
50000	15	8	0.533333	0.533333	0.533333	8
60000	15	9	0.5625	0.6	0.580645	8
70000	15	9	0.5625	0.6	0.580645	8
80000	15	8	0.533333	0.533333	0.533333	8
90000	15	10	0.555556	0.666667	0.606061	7
100000	15	10	0.588235	0.666667	0.625	8
200000	15	9	0.6	0.6	0.6	9
10000	20	18	0.818182	0.9	0.857143	16
20000	20	19	0.826087	0.95	0.883721	16
30000	20	17	0.809524	0.85	0.829268	17
40000	20	19	0.863636	0.95	0.904762	17
50000	20	19	0.863636	0.95	0.904762	17
60000	20	18	0.857143	0.9	0.878049	17
70000	20	18	0.857143	0.9	0.878049	17
80000	20	18	0.857143	0.9	0.878049	17
90000	20	18	0.857143	0.9	0.878049	17
100000	20	20	0.869565	1	0.930233	17
200000	20	18	0.857143	0.9	0.878049	17
10000	25	22	0.846154	0.88	0.862745	22
20000	25	22	0.88	0.88	0.88	22
30000	25	22	0.88	0.88	0.88	22
40000	25	22	0.88	0.88	0.88	22
50000	25	22	0.88	0.88	0.88	22
60000	25	22	0.88	0.88	0.88	22
70000	25	22	0.88	0.88	0.88	22
80000	25	22	0.88	0.88	0.88	22
90000	25	22	0.88	0.88	0.88	22
100000	25	22	0.846154	0.88	0.862745	22
200000	25	22	0.88	0.88	0.88	22
10000	30	23	0.676471	0.766667	0.71875	23
20000	30	23	0.741935	0.766667	0.754098	23
30000	30	23	0.741935	0.766667	0.754098	23
40000	30	23	0.657143	0.766667	0.707692	23
50000	30	23	0.69697	0.766667	0.730159	23
60000	30	23	0.766667	0.766667	0.766667	23
70000	30	23	0.766667	0.766667	0.766667	23
80000	30	23	0.741935	0.766667	0.754098	23
